,id,num_sold
0,136950,30.648495584726334
1,136951,23.83019721508026
2,136952,4.167766824364662
3,136953,21.135252207517624
4,136954,20.55155247449875
5,136955,37.649637177586555
6,136956,35.99619998037815
7,136957,2.955661978572607
8,136958,33.54428353905678
9,136959,26.29923564195633
10,136960,178.3961901664734
11,136961,161.26912094652653
12,136962,18.63032041490078
13,136963,133.0209871083498
14,136964,87.60103249549866
15,136965,116.89217787981033
16,136966,84.9003926217556
17,136967,16.196747913956642
18,136968,100.42513811588287
19,136969,86.11643913388252
20,136970,169.49860203266144
21,136971,194.9938718676567
22,136972,26.5251727104187
23,136973,124.97126400470734
24,136974,125.60996496677399
25,136975,628.8195495605469
26,136976,637.6312909424305
27,136977,116.82234477996826
28,136978,593.6344675123692
29,136979,462.88373786211014
30,136980,61.84576952457428
31,136981,57.896522998809814
32,136982,9.467518091201782
33,136983,54.01643869280815
34,136984,38.31636956334114
35,136985,96.79641854763031
36,136986,98.74125875532627
37,136987,13.431209921836853
38,136988,79.34828180074692
39,136989,64.65574812889099
40,136990,369.50350081920624
41,136991,335.89778895676136
42,136992,56.55086851119995
43,136993,248.09247905015945
44,136994,283.77112901210785
45,136995,97.24015098810196
46,136996,121.54007863998413
47,136997,15.708516597747803
48,136998,96.06400203704834
49,136999,80.0296339392662
50,137000,164.98663502931595
51,137001,160.90462201833725
52,137002,26.014415085315704
53,137003,164.57170641422272
54,137004,103.32089501619339
55,137005,297.6916351020336
56,137006,571.2380320727825
57,137007,117.35824656486511
58,137008,485.4610508084297
59,137009,433.2416236102581
60,137010,40.732929069548845
61,137011,71.04570905864239
62,137012,11.534923881292343
63,137013,66.90292492508888
64,137014,51.384553492069244
65,137015,121.60281991958618
66,137016,97.50710888206959
67,137017,18.784610271453857
68,137018,117.28580158948898
69,137019,82.45510667562485
70,137020,475.17385733127594
71,137021,442.11497059464455
72,137022,71.86952567100525
73,137023,380.5306324958801
74,137024,270.8726623058319
75,137025,30.08117038011551
76,137026,25.74874998629093
77,137027,4.124630331993103
78,137028,24.817022621631622
79,137029,20.697865903377533
80,137030,42.76569065451622
81,137031,37.99160420894623
82,137032,6.3776184022426605
83,137033,37.445351272821426
84,137034,33.79967284202576
85,137035,150.16310274600983
86,137036,149.40165868401527
87,137037,21.27202880382538
88,137038,122.23579746484756
89,137039,95.52273797988892
90,137040,127.14276957511902
91,137041,121.9426172375679
92,137042,20.086945682764053
93,137043,49.80544599890709
94,137044,90.28319597244263
95,137045,196.3670750260353
96,137046,186.18234008550644
97,137047,28.14629951119423
98,137048,157.09063190221786
99,137049,128.33200177550316
100,137050,722.8879699707031
101,137051,682.7330910563469
102,137052,108.94313681125641
103,137053,513.8588068038225
104,137054,476.20638489723206
105,137055,57.042320251464844
106,137056,49.26536178588867
107,137057,6.442810118198395
108,137058,56.08222386240959
109,137059,44.26256042718887
110,137060,101.86243546009064
111,137061,92.34497167170048
112,137062,14.21015202999115
113,137063,82.0800791978836
114,137064,71.74170359969139
115,137065,342.8768855333328
116,137066,331.705729752779
117,137067,59.745179176330566
118,137068,204.7388709820807
119,137069,240.9301391839981
120,137070,98.01546254754066
121,137071,105.57700824737549
122,137072,17.213902950286865
123,137073,81.04406881332397
124,137074,73.97727140784264
125,137075,145.30659019947052
126,137076,152.33282577991486
127,137077,24.89314353466034
128,137078,174.07089358568192
129,137079,120.43141710758209
130,137080,280.2818113565445
131,137081,643.349686652422
132,137082,104.9015776515007
133,137083,523.7488667964935
134,137084,380.76001167297363
135,137085,77.15959185361862
136,137086,77.47349980473518
137,137087,11.735178053379059
138,137088,63.775126963853836
139,137089,47.8076074719429
140,137090,118.49214887619019
141,137091,112.64606031775475
142,137092,17.60346555709839
143,137093,101.29538741707802
144,137094,79.03380125761032
145,137095,438.89637899398804
146,137096,437.78590428829193
